timestamp,success,fail,latency_ms,endpoint
2025-11-24 13:48:21,1,0,51,/health
2025-11-24 13:48:21,1,0,43,/health
2025-11-24 13:48:21,1,0,62,/health
2025-11-24 13:48:21,1,0,56,/health
2025-11-24 13:48:21,1,0,82,/health
2025-11-24 13:48:21,1,0,88,/health
2025-11-24 13:48:21,1,0,105,/health
2025-11-24 13:48:21,1,0,119,/health
2025-11-24 13:48:21,1,0,99,/health
2025-11-24 13:48:21,1,0,128,/health
2025-11-24 13:48:21,1,0,120,/health
2025-11-24 13:48:21,1,0,91,/health
2025-11-24 13:48:21,1,0,89,/health
2025-11-24 13:48:21,1,0,92,/health
2025-11-24 13:48:21,1,0,97,/health
2025-11-24 13:48:22,1,0,17,/api/v2/hello
2025-11-24 13:48:22,1,0,19,/api/v2/hello
2025-11-24 13:48:22,1,0,18,/api/v2/hello
2025-11-24 13:48:22,1,0,23,/api/v2/hello
2025-11-24 13:48:22,1,0,38,/api/v2/hello
2025-11-24 13:48:22,1,0,40,/api/v2/hello
2025-11-24 13:48:22,1,0,45,/api/v2/hello
2025-11-24 13:48:22,1,0,51,/api/v2/hello
2025-11-24 13:48:22,1,0,45,/api/v2/hello
2025-11-24 13:48:22,1,0,47,/api/v2/hello
2025-11-24 13:48:22,1,0,56,/api/v2/hello
2025-11-24 13:48:22,1,0,45,/api/v2/hello
2025-11-24 13:48:22,1,0,49,/api/v2/hello
2025-11-24 13:48:22,1,0,43,/api/v2/hello
2025-11-24 13:48:22,1,0,46,/api/v2/hello
2025-11-24 13:48:22,1,0,17,/api/plugins
2025-11-24 13:48:22,1,0,18,/api/plugins
2025-11-24 13:48:22,1,0,16,/api/plugins
2025-11-24 13:48:22,1,0,16,/api/plugins
2025-11-24 13:48:22,1,0,18,/api/plugins
2025-11-24 13:48:22,1,0,27,/api/plugins
2025-11-24 13:48:22,1,0,35,/api/plugins
2025-11-24 13:48:22,1,0,35,/api/plugins
2025-11-24 13:48:22,1,0,41,/api/plugins
2025-11-24 13:48:22,1,0,39,/api/plugins
2025-11-24 13:48:22,1,0,49,/api/plugins
2025-11-24 13:48:22,1,0,46,/api/plugins
2025-11-24 13:48:22,1,0,41,/api/plugins
2025-11-24 13:48:22,1,0,53,/api/plugins
2025-11-24 13:48:22,1,0,51,/api/plugins
2025-11-24 13:48:22,1,0,14,/health
2025-11-24 13:48:22,1,0,16,/health
2025-11-24 13:48:22,1,0,17,/health
2025-11-24 13:48:22,1,0,16,/health
2025-11-24 13:48:22,1,0,18,/health
2025-11-24 13:48:22,1,0,17,/health
2025-11-24 13:48:22,1,0,32,/health
2025-11-24 13:48:22,1,0,43,/health
2025-11-24 13:48:22,1,0,36,/health
2025-11-24 13:48:22,1,0,48,/health
2025-11-24 13:48:22,1,0,49,/health
2025-11-24 13:48:22,1,0,56,/health
2025-11-24 13:48:22,1,0,45,/health
2025-11-24 13:48:22,1,0,56,/health
2025-11-24 13:48:22,1,0,55,/health
2025-11-24 13:48:22,1,0,34,/api/v2/hello
2025-11-24 13:48:22,1,0,28,/api/v2/hello
2025-11-24 13:48:22,1,0,19,/api/v2/hello
2025-11-24 13:48:22,1,0,15,/api/v2/hello
2025-11-24 13:48:22,1,0,15,/api/v2/hello
2025-11-24 13:48:22,1,0,21,/api/v2/hello
2025-11-24 13:48:23,1,0,19,/api/v2/hello
2025-11-24 13:48:23,1,0,23,/api/v2/hello
2025-11-24 13:48:23,1,0,33,/api/v2/hello
2025-11-24 13:48:23,1,0,37,/api/v2/hello
2025-11-24 13:48:23,1,0,29,/api/v2/hello
2025-11-24 13:48:23,1,0,39,/api/v2/hello
2025-11-24 13:48:23,1,0,53,/api/v2/hello
2025-11-24 13:48:23,1,0,57,/api/v2/hello
2025-11-24 13:48:23,1,0,49,/api/v2/hello
2025-11-24 13:48:23,1,0,49,/api/plugins
2025-11-24 13:48:23,1,0,32,/api/plugins
2025-11-24 13:48:23,1,0,44,/api/plugins
2025-11-24 13:48:23,1,0,33,/api/plugins
2025-11-24 13:48:23,1,0,28,/api/plugins
2025-11-24 13:48:23,1,0,17,/api/plugins
2025-11-24 13:48:23,1,0,16,/api/plugins
2025-11-24 13:48:23,1,0,18,/api/plugins
2025-11-24 13:48:23,1,0,26,/api/plugins
2025-11-24 13:48:23,1,0,31,/api/plugins
2025-11-24 13:48:23,1,0,45,/api/plugins
2025-11-24 13:48:23,1,0,37,/api/plugins
2025-11-24 13:48:23,1,0,35,/api/plugins
2025-11-24 13:48:23,1,0,37,/api/plugins
2025-11-24 13:48:23,1,0,44,/api/plugins
2025-11-24 13:48:23,1,0,42,/health
2025-11-24 13:48:23,1,0,47,/health
2025-11-24 13:48:23,1,0,40,/health
2025-11-24 13:48:23,1,0,46,/health
2025-11-24 13:48:23,1,0,42,/health
2025-11-24 13:48:23,1,0,30,/health
2025-11-24 13:48:23,1,0,14,/health
2025-11-24 13:48:23,1,0,17,/health
2025-11-24 13:48:23,1,0,62,/health
2025-11-24 13:48:23,1,0,67,/health
2025-11-24 13:48:23,1,0,31,/health
2025-11-24 13:48:23,1,0,37,/health
2025-11-24 13:48:23,1,0,44,/api/v2/hello
2025-11-24 13:48:23,1,0,47,/health
2025-11-24 13:48:23,1,0,42,/api/v2/hello
2025-11-24 13:48:23,1,0,47,/health
2025-11-24 13:48:23,1,0,53,/api/v2/hello
2025-11-24 13:48:23,1,0,60,/health
2025-11-24 13:48:23,1,0,55,/api/v2/hello
2025-11-24 13:48:23,1,0,58,/api/v2/hello
2025-11-24 13:48:23,1,0,38,/api/v2/hello
2025-11-24 13:48:23,1,0,17,/api/v2/hello
2025-11-24 13:48:23,1,0,21,/api/v2/hello
2025-11-24 13:48:23,1,0,15,/api/v2/hello
2025-11-24 13:48:23,1,0,18,/api/v2/hello
2025-11-24 13:48:23,1,0,18,/api/v2/hello
2025-11-24 13:48:23,1,0,18,/api/v2/hello
2025-11-24 13:48:23,1,0,46,/api/v2/hello
2025-11-24 13:48:23,1,0,48,/api/plugins
2025-11-24 13:48:23,1,0,44,/api/plugins
2025-11-24 13:48:23,1,0,51,/api/v2/hello
2025-11-24 13:48:23,1,0,58,/api/v2/hello
2025-11-24 13:48:24,1,0,42,/api/plugins
2025-11-24 13:48:24,1,0,57,/api/plugins
2025-11-24 13:48:24,1,0,63,/api/plugins
2025-11-24 13:48:24,1,0,57,/api/plugins
2025-11-24 13:48:24,1,0,66,/api/plugins
2025-11-24 13:48:24,1,0,32,/api/plugins
2025-11-24 13:48:24,1,0,16,/api/plugins
2025-11-24 13:48:24,1,0,13,/api/plugins
2025-11-24 13:48:24,1,0,16,/api/plugins
2025-11-24 13:48:24,1,0,13,/api/plugins
2025-11-24 13:48:24,1,0,18,/api/plugins
2025-11-24 13:48:24,1,0,20,/health
2025-11-24 13:48:24,1,0,28,/api/plugins
2025-11-24 13:48:24,1,0,30,/health
2025-11-24 13:48:24,1,0,31,/api/plugins
2025-11-24 13:48:24,1,0,41,/health
2025-11-24 13:48:24,1,0,45,/health
2025-11-24 13:48:24,1,0,42,/health
2025-11-24 13:48:24,1,0,41,/health
2025-11-24 13:48:24,1,0,38,/health
2025-11-24 13:48:24,1,0,40,/health
2025-11-24 13:48:24,1,0,14,/health
2025-11-24 13:48:24,1,0,16,/health
2025-11-24 13:48:24,1,0,18,/health
2025-11-24 13:48:24,1,0,13,/health
2025-11-24 13:48:24,1,0,21,/api/v2/hello
2025-11-24 13:48:24,1,0,20,/health
2025-11-24 13:48:24,1,0,26,/health
2025-11-24 13:48:24,1,0,20,/api/v2/hello
2025-11-24 13:48:24,1,0,37,/api/v2/hello
2025-11-24 13:48:24,1,0,41,/health
2025-11-24 13:48:24,1,0,38,/api/v2/hello
2025-11-24 13:48:24,1,0,39,/api/v2/hello
2025-11-24 13:48:24,1,0,31,/api/v2/hello
2025-11-24 13:48:24,1,0,33,/api/v2/hello
2025-11-24 13:48:24,1,0,32,/api/v2/hello
2025-11-24 13:48:24,1,0,24,/api/v2/hello
2025-11-24 13:48:24,1,0,19,/api/v2/hello
2025-11-24 13:48:24,1,0,18,/api/v2/hello
2025-11-24 13:48:24,1,0,15,/api/v2/hello
2025-11-24 13:48:24,1,0,16,/api/v2/hello
2025-11-24 13:48:24,1,0,16,/api/plugins
2025-11-24 13:48:24,1,0,17,/api/v2/hello
2025-11-24 13:48:24,1,0,16,/api/plugins
2025-11-24 13:48:24,1,0,30,/api/plugins
2025-11-24 13:48:24,1,0,31,/api/plugins
2025-11-24 13:48:24,1,0,32,/api/v2/hello
2025-11-24 13:48:24,1,0,30,/api/plugins
2025-11-24 13:48:24,1,0,33,/api/plugins
2025-11-24 13:48:24,1,0,33,/api/plugins
2025-11-24 13:48:24,1,0,39,/api/plugins
2025-11-24 13:48:24,1,0,33,/api/plugins
2025-11-24 13:48:24,1,0,27,/api/plugins
2025-11-24 13:48:24,1,0,28,/api/plugins
2025-11-24 13:48:24,1,0,16,/api/plugins
2025-11-24 13:48:24,1,0,21,/api/plugins
2025-11-24 13:48:24,1,0,20,/health
2025-11-24 13:48:24,1,0,15,/api/plugins
2025-11-24 13:48:24,1,0,15,/health
2025-11-24 13:48:25,1,0,19,/api/plugins
2025-11-24 13:48:25,1,0,25,/health
2025-11-24 13:48:25,1,0,28,/health
2025-11-24 13:48:25,1,0,31,/health
2025-11-24 13:48:25,1,0,26,/health
2025-11-24 13:48:25,1,0,40,/health
2025-11-24 13:48:25,1,0,31,/health
2025-11-24 13:48:25,1,0,34,/health
2025-11-24 13:48:25,1,0,26,/health
2025-11-24 13:48:25,1,0,28,/health
2025-11-24 13:48:25,1,0,33,/health
2025-11-24 13:48:25,1,0,16,/health
2025-11-24 13:48:25,1,0,17,/api/v2/hello
2025-11-24 13:48:25,1,0,15,/api/v2/hello
2025-11-24 13:48:25,1,0,16,/health
2025-11-24 13:48:25,1,0,14,/health
2025-11-24 13:48:25,1,0,15,/api/v2/hello
2025-11-24 13:48:25,1,0,20,/api/v2/hello
2025-11-24 13:48:25,1,0,33,/api/v2/hello
2025-11-24 13:48:25,1,0,34,/api/v2/hello
2025-11-24 13:48:25,1,0,38,/api/v2/hello
2025-11-24 13:48:25,1,0,36,/api/v2/hello
2025-11-24 13:48:25,1,0,44,/api/v2/hello
2025-11-24 13:48:25,1,0,41,/api/v2/hello
2025-11-24 13:48:25,1,0,42,/api/v2/hello
2025-11-24 13:48:25,1,0,42,/api/v2/hello
2025-11-24 13:48:25,1,0,27,/api/plugins
2025-11-24 13:48:25,1,0,27,/api/v2/hello
2025-11-24 13:48:25,1,0,16,/api/v2/hello
2025-11-24 13:48:25,1,0,18,/api/plugins
2025-11-24 13:48:25,1,0,16,/api/v2/hello
2025-11-24 13:48:25,1,0,17,/api/plugins
2025-11-24 13:48:25,1,0,76,/api/plugins
2025-11-24 13:48:25,1,0,31,/api/plugins
2025-11-24 13:48:25,1,0,31,/api/plugins
2025-11-24 13:48:25,1,0,32,/api/plugins
2025-11-24 13:48:25,1,0,36,/api/plugins
2025-11-24 13:48:25,1,0,34,/api/plugins
2025-11-24 13:48:25,1,0,31,/api/plugins
2025-11-24 13:48:25,1,0,31,/api/plugins
2025-11-24 13:48:25,1,0,31,/api/plugins
2025-11-24 13:48:25,1,0,25,/api/plugins
2025-11-24 13:48:25,1,0,22,/health
2025-11-24 13:48:25,1,0,20,/api/plugins
2025-11-24 13:48:25,1,0,20,/health
2025-11-24 13:48:25,1,0,16,/health
2025-11-24 13:48:25,1,0,19,/api/plugins
2025-11-24 13:48:25,1,0,14,/health
2025-11-24 13:48:25,1,0,49,/health
2025-11-24 13:48:25,1,0,51,/health
2025-11-24 13:48:25,1,0,50,/health
2025-11-24 13:48:25,1,0,39,/health
2025-11-24 13:48:25,1,0,40,/health
2025-11-24 13:48:25,1,0,37,/api/v2/hello
2025-11-24 13:48:25,1,0,44,/health
2025-11-24 13:48:25,1,0,47,/health
2025-11-24 13:48:25,1,0,47,/health
2025-11-24 13:48:25,1,0,50,/health
2025-11-24 13:48:25,1,0,42,/api/v2/hello
2025-11-24 13:48:25,1,0,36,/health
2025-11-24 13:48:26,1,0,17,/api/v2/hello
2025-11-24 13:48:26,1,0,17,/health
2025-11-24 13:48:26,1,0,13,/api/v2/hello
2025-11-24 13:48:26,1,0,52,/api/v2/hello
2025-11-24 13:48:26,1,0,56,/api/v2/hello
2025-11-24 13:48:26,1,0,61,/api/v2/hello
2025-11-24 13:48:26,1,0,60,/api/v2/hello
2025-11-24 13:48:26,1,0,70,/api/v2/hello
2025-11-24 13:48:26,1,0,54,/api/plugins
2025-11-24 13:48:26,1,0,70,/api/v2/hello
2025-11-24 13:48:26,1,0,75,/api/v2/hello
2025-11-24 13:48:26,1,0,75,/api/v2/hello
2025-11-24 13:48:26,1,0,82,/api/v2/hello
2025-11-24 13:48:26,1,0,75,/api/plugins
2025-11-24 13:48:26,1,0,77,/api/v2/hello
2025-11-24 13:48:26,1,0,40,/api/plugins
2025-11-24 13:48:26,1,0,38,/api/v2/hello
2025-11-24 13:48:26,1,0,16,/api/plugins
2025-11-24 13:48:26,1,0,26,/api/plugins
2025-11-24 13:48:26,1,0,24,/api/plugins
2025-11-24 13:48:26,1,0,24,/api/plugins
2025-11-24 13:48:26,1,0,45,/api/plugins
2025-11-24 13:48:26,1,0,37,/health
2025-11-24 13:48:26,1,0,43,/api/plugins
2025-11-24 13:48:26,1,0,52,/api/plugins
2025-11-24 13:48:26,1,0,48,/api/plugins
2025-11-24 13:48:26,1,0,54,/api/plugins
2025-11-24 13:48:26,1,0,45,/api/plugins
2025-11-24 13:48:26,1,0,37,/api/plugins
2025-11-24 13:48:26,1,0,39,/api/plugins
2025-11-24 13:48:26,1,0,32,/health
2025-11-24 13:48:26,1,0,34,/health
2025-11-24 13:48:26,1,0,33,/health
2025-11-24 13:48:26,1,0,16,/health
2025-11-24 13:48:26,1,0,16,/health
2025-11-24 13:48:26,1,0,21,/health
2025-11-24 13:48:26,1,0,34,/api/v2/hello
2025-11-24 13:48:26,1,0,32,/health
2025-11-24 13:48:26,1,0,40,/health
2025-11-24 13:48:26,1,0,45,/health
2025-11-24 13:48:26,1,0,52,/health
2025-11-24 13:48:26,1,0,60,/health
2025-11-24 13:48:26,1,0,52,/health
2025-11-24 13:48:26,1,0,59,/health
2025-11-24 13:48:26,1,0,63,/api/v2/hello
2025-11-24 13:48:26,1,0,58,/api/v2/hello
2025-11-24 13:48:26,1,0,65,/api/v2/hello
2025-11-24 13:48:26,1,0,68,/health
2025-11-24 13:48:27,1,0,19,/api/v2/hello
2025-11-24 13:48:27,1,0,20,/api/v2/hello
2025-11-24 13:48:27,1,0,15,/api/v2/hello
2025-11-24 13:48:27,1,0,25,/api/plugins
2025-11-24 13:48:27,1,0,20,/api/v2/hello
2025-11-24 13:48:27,1,0,21,/api/v2/hello
2025-11-24 13:48:27,1,0,20,/api/v2/hello
2025-11-24 13:48:27,1,0,14,/api/v2/hello
2025-11-24 13:48:27,1,0,32,/api/v2/hello
2025-11-24 13:48:27,1,0,36,/api/v2/hello
2025-11-24 13:48:27,1,0,36,/api/plugins
2025-11-24 13:48:27,1,0,32,/api/v2/hello
2025-11-24 13:48:27,1,0,29,/api/plugins
2025-11-24 13:48:27,1,0,38,/api/plugins
2025-11-24 13:48:27,1,0,34,/api/v2/hello
2025-11-24 13:48:27,1,0,22,/api/plugins
2025-11-24 13:48:27,1,0,28,/api/plugins
